Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG,link,id
3/7/2009,,Utah,L,0-2,28,0,4,0,2,0,0,6,0,0,0,2,1,0,2,7,27,6,2,.143,/boxscore.aspx?id=5403&path=baseball,5403
3/6/2009,,Utah,W,7-2,33,7,10,5,1,1,1,1,0,1,0,1,0,1,0,6,27,13,1,.303,/boxscore.aspx?id=5400&path=baseball,5400
3/4/2009,,Stephen F. Austin,W,8-3,33,8,10,8,1,1,2,1,0,0,0,0,1,0,0,10,27,11,1,.303,/boxscore.aspx?id=5397&path=baseball,5397
3/3/2009,,Stephen F. Austin,W,2-1,32,2,11,2,2,0,1,1,0,3,0,0,0,0,2,4,27,7,0,.344,/boxscore.aspx?id=5394&path=baseball,5394
3/1/2009,vs,Houston,W,5-3,31,5,9,5,1,0,1,3,0,1,2,4,0,0,0,7,27,9,0,.290,/boxscore.aspx?id=5392&path=baseball,5392
2/28/2009,vs,Rice,L,0-2,29,0,2,0,1,0,0,0,0,0,0,1,0,0,0,12,27,11,0,.069,/boxscore.aspx?id=5390&path=baseball,5390
2/27/2009,vs,UC Irvine,W,9-2,36,9,11,8,5,0,1,4,0,0,1,0,1,1,0,9,27,15,1,.306,/boxscore.aspx?id=5388&path=baseball,5388
2/25/2009,,Centenary College,L,4-8,33,4,7,4,0,0,3,3,0,1,0,2,0,0,1,4,27,12,2,.212,/boxscore.aspx?id=5386&path=baseball,5386
2/24/2009,,Centenary College,W,11-1,35,11,10,10,2,1,1,1,0,0,0,3,0,1,0,15,27,10,1,.286,/boxscore.aspx?id=5384&path=baseball,5384
2/22/2009,,Wright State,W,8-5,37,8,14,6,2,0,0,5,0,6,0,1,0,0,0,6,27,14,1,.378,/boxscore.aspx?id=5383&path=baseball,5383
2/21/2009,,Wright State,W,9-0,28,9,9,8,3,0,0,6,0,1,1,2,1,2,3,6,27,9,0,.321,/boxscore.aspx?id=5381&path=baseball,5381
2/21/2009,,Wright State,W,7-6,34,7,9,7,1,0,2,5,0,2,0,2,0,1,2,5,27,12,2,.265,/boxscore.aspx?id=5379&path=baseball,5379
2/20/2009,,Wright State,W,18-2,38,18,15,18,1,3,2,5,0,3,0,6,0,1,0,5,27,8,0,.395,/boxscore.aspx?id=5377&path=baseball,5377
6/8/2008,at,Texas A&M,W,6-5,33,6,9,6,1,0,1,4,1,0,1,1,1,0,1,2,27,15,2,.273,/boxscore.aspx?id=5351&path=baseball,5351
6/7/2008,at,Rice,L,7-9,33,7,10,7,4,0,0,3,0,1,0,2,0,1,2,4,24,11,1,.303,/boxscore.aspx?id=5350&path=baseball,5350
6/2/2008,,Houston,W,13-5,37,13,12,12,3,0,4,7,0,2,0,2,0,0,0,5,27,10,1,.324,/boxscore.aspx?id=5349&path=baseball,5349
6/1/2008,at,Texas A&M,W,4-3,33,4,9,4,1,1,1,4,0,0,2,0,1,0,2,5,27,12,1,.273,/boxscore.aspx?id=5348&path=baseball,5348
5/31/2008,at,Texas A&M,L,4-22,33,4,4,4,0,0,1,2,0,0,0,1,0,0,0,9,27,11,3,.121,/boxscore.aspx?id=5346&path=baseball,5346
5/30/2008,,UIC,W,15-1,37,15,15,14,4,2,2,3,1,0,0,1,1,1,0,2,27,13,3,.405,/boxscore.aspx?id=5344&path=baseball,5344
5/24/2008,vs,Texas A&M,L,2-6,32,2,6,2,0,0,2,3,0,0,0,0,0,0,1,7,24,11,2,.188,/boxscore.aspx?id=5341&path=baseball,5341
5/22/2008,vs,Texas,L,9-15,39,9,12,8,0,0,1,2,0,1,0,2,0,1,1,6,24,11,1,.308,/boxscore.aspx?id=5338&path=baseball,5338
5/21/2008,vs,Texas A&M,W,4-1,34,4,7,3,1,0,0,3,0,1,0,0,1,1,0,5,27,10,1,.206,/boxscore.aspx?id=5335&path=baseball,5335
5/18/2008,,Texas,L,3-6,32,3,8,3,2,0,1,4,0,0,1,1,0,0,2,8,27,12,1,.250,/boxscore.aspx?id=5332&path=baseball,5332
5/17/2008,,Texas,L,2-5,29,2,4,2,1,1,0,3,0,0,0,2,0,0,2,3,27,13,2,.138,/boxscore.aspx?id=5329&path=baseball,5329
5/16/2008,at,Texas,L,2-5,34,2,9,2,2,0,0,3,0,0,0,1,0,0,2,8,24,12,0,.265,/boxscore.aspx?id=5326&path=baseball,5326
5/13/2008,at,UT Arlington,L,8-16,35,8,10,8,3,0,1,7,0,2,0,0,0,1,0,5,24,10,2,.286,/boxscore.aspx?id=5323&path=baseball,5323
5/11/2008,at,Nebraska,L,10-13,40,10,11,9,3,0,1,3,0,5,0,3,0,0,0,11,24,13,6,.275,/boxscore.aspx?id=5321&path=baseball,5321
5/11/2008,at,Nebraska,L,8-9,39,8,11,6,4,0,0,5,0,2,0,0,0,0,0,13,26,10,2,.282,/boxscore.aspx?id=5318&path=baseball,5318
5/9/2008,at,Nebraska,W,6-3,58,6,11,5,1,0,0,3,0,3,1,5,1,0,0,19,48,25,4,.190,/boxscore.aspx?id=5315&path=baseball,5315
5/6/2008,at,Sam Houston State,W,13-9,43,13,22,13,1,0,4,3,0,1,2,2,0,1,3,6,27,15,2,.512,/boxscore.aspx?id=5312&path=baseball,5312
5/3/2008,,Dallas Baptist,W,5-4,33,5,10,5,2,0,0,2,0,2,0,1,0,0,1,4,27,13,0,.303,/boxscore.aspx?id=5309&path=baseball,5309
5/2/2008,,Dallas Baptist,W,9-4,33,9,12,9,1,0,3,7,0,1,1,0,0,0,1,6,27,7,1,.364,/boxscore.aspx?id=5306&path=baseball,5306
5/1/2008,,Dallas Baptist,L,6-12,39,6,11,5,3,0,1,1,0,0,1,1,0,0,0,9,27,10,0,.282,/boxscore.aspx?id=5304&path=baseball,5304
4/29/2008,at,TCU,W,3-2,28,3,4,2,1,1,0,3,1,0,0,5,2,1,0,10,27,18,1,.143,/boxscore.aspx?id=5302&path=baseball,5302
4/27/2008,,Missouri,W,3-2,30,3,6,3,1,0,1,4,0,1,1,1,2,0,0,10,30,13,1,.200,/boxscore.aspx?id=5300&path=baseball,5300
4/26/2008,,Missouri,W,15-0,37,15,15,14,3,0,4,5,0,2,0,4,0,2,1,9,27,5,0,.405,/boxscore.aspx?id=5298&path=baseball,5298
4/25/2008,,Missouri,W,9-8,31,9,10,6,4,0,1,9,1,0,0,3,0,1,1,6,27,9,1,.323,/boxscore.aspx?id=5296&path=baseball,5296
4/22/2008,,Texas State,W,14-11,40,14,20,14,1,1,1,2,0,0,0,1,0,1,2,4,27,9,4,.500,/boxscore.aspx?id=5294&path=baseball,5294
4/20/2008,at,Baylor,W,13-12,49,13,18,13,2,0,3,3,0,1,0,5,0,0,1,7,33,17,1,.367,/boxscore.aspx?id=5292&path=baseball,5292
4/19/2008,at,Baylor,W,11-1,43,11,18,11,3,1,5,4,0,0,0,2,0,0,1,6,27,10,0,.419,/boxscore.aspx?id=5290&path=baseball,5290
4/18/2008,,Baylor,W,2-1,28,2,6,2,0,0,0,2,0,0,2,3,0,1,0,8,27,16,0,.214,/boxscore.aspx?id=5288&path=baseball,5288
4/15/2008,,Rice,L,2-11,33,2,6,2,1,0,2,1,0,0,0,0,0,0,0,11,27,7,3,.182,/boxscore.aspx?id=5286&path=baseball,5286
4/13/2008,,Oklahoma,W,12-2,34,12,16,11,3,2,0,2,0,4,1,2,1,1,0,5,21,9,2,.471,/boxscore.aspx?id=5284&path=baseball,5284
4/12/2008,,Oklahoma,W,10-3,33,10,9,8,2,1,0,7,0,1,0,4,1,0,0,7,27,11,0,.273,/boxscore.aspx?id=5282&path=baseball,5282
4/11/2008,,Oklahoma,W,8-7,32,8,9,8,0,2,1,6,1,0,0,1,1,0,1,10,27,17,2,.281,/boxscore.aspx?id=5280&path=baseball,5280
4/8/2008,at,Houston,W,13-6,43,13,18,13,3,0,1,3,0,2,0,2,0,1,0,6,27,10,3,.419,/boxscore.aspx?id=5278&path=baseball,5278
4/6/2008,,Kansas State,W,14-4,35,14,17,14,3,0,3,4,0,0,1,1,1,1,0,4,24,14,0,.486,/boxscore.aspx?id=5276&path=baseball,5276
4/5/2008,,Kansas State,W,13-8,38,13,18,12,2,2,1,5,0,1,1,0,0,2,1,5,27,12,0,.474,/boxscore.aspx?id=5274&path=baseball,5274
4/4/2008,,Kansas State,W,7-2,30,7,8,7,2,0,3,2,0,0,0,1,0,1,0,5,27,10,1,.267,/boxscore.aspx?id=5272&path=baseball,5272
4/2/2008,,Stephen F. Austin,W,5-4,36,5,11,3,2,0,1,6,0,3,1,0,1,0,1,2,27,14,1,.306,/boxscore.aspx?id=5270&path=baseball,5270
4/1/2008,,Stephen F. Austin,W,8-1,34,8,10,8,1,1,1,3,0,4,1,0,0,0,0,9,27,8,0,.294,/boxscore.aspx?id=5268&path=baseball,5268
3/30/2008,at,Kansas,W,10-8,40,10,14,10,2,0,2,4,0,1,0,1,0,0,2,7,27,14,0,.350,/boxscore.aspx?id=5267&path=baseball,5267
3/29/2008,at,Kansas,W,9-6,39,9,13,9,4,0,1,6,0,1,1,2,2,1,1,8,30,11,0,.333,/boxscore.aspx?id=5266&path=baseball,5266
3/28/2008,at,Kansas,W,13-6,44,13,17,12,4,0,0,2,0,2,0,0,0,0,0,6,27,6,2,.386,/boxscore.aspx?id=5265&path=baseball,5265
3/25/2008,at,UTSA,W,5-4,34,5,11,4,2,0,0,5,0,2,2,2,1,0,0,6,27,10,0,.324,/boxscore.aspx?id=5264&path=baseball,5264
3/23/2008,at,Oklahoma State,L,4-6,32,4,6,4,2,0,2,2,0,1,1,1,0,0,1,4,24,11,1,.188,/boxscore.aspx?id=5263&path=baseball,5263
3/22/2008,at,Oklahoma State,L,2-3,35,2,9,2,0,0,1,2,0,0,1,0,0,0,1,9,24,12,0,.257,/boxscore.aspx?id=5262&path=baseball,5262
3/21/2008,at,Oklahoma State,W,9-5,36,9,10,9,0,0,2,9,0,1,1,0,0,1,0,9,27,11,3,.278,/boxscore.aspx?id=5261&path=baseball,5261
3/18/2008,,UT Arlington,W,12-0,37,12,13,11,3,1,1,7,0,1,0,0,0,0,0,6,27,10,0,.351,/boxscore.aspx?id=5260&path=baseball,5260
3/16/2008,,Texas Tech,L,3-9,35,3,8,3,1,0,1,3,0,0,0,0,0,0,0,6,27,10,0,.229,/boxscore.aspx?id=5259&path=baseball,5259
3/15/2008,,Texas Tech,W,12-1,29,12,10,11,1,0,0,10,0,2,0,5,1,1,2,2,27,9,1,.345,/boxscore.aspx?id=5258&path=baseball,5258
3/14/2008,,Texas Tech,W,6-5,42,6,10,5,1,0,2,11,0,0,1,3,0,0,0,20,36,18,3,.238,/boxscore.aspx?id=5257&path=baseball,5257
3/12/2008,,Centenary College,W,3-2,27,3,5,1,0,0,0,3,0,1,0,1,1,0,2,6,27,19,1,.185,/boxscore.aspx?id=5256&path=baseball,5256
3/11/2008,,Centenary College,W,9-2,36,9,16,8,1,0,2,7,0,2,2,0,1,0,1,4,27,10,1,.444,/boxscore.aspx?id=5255&path=baseball,5255
3/9/2008,,Rutgers,W,12-3,36,12,13,12,4,1,1,4,0,4,0,0,1,2,0,5,27,10,1,.361,/boxscore.aspx?id=5254&path=baseball,5254
3/8/2008,,Rutgers,W,2-1,29,2,6,2,0,0,0,3,0,3,0,0,1,0,0,10,27,8,0,.207,/boxscore.aspx?id=5253&path=baseball,5253
3/7/2008,,Rutgers,L,8-10,38,8,14,6,1,1,0,2,0,2,1,4,1,0,0,10,27,10,2,.368,/boxscore.aspx?id=5252&path=baseball,5252
3/5/2008,,Nicholls State,W,14-3,37,14,15,14,3,0,3,8,0,4,2,4,0,0,0,7,27,18,3,.405,/boxscore.aspx?id=5251&path=baseball,5251
3/4/2008,,Nicholls State,W,5-1,30,5,8,4,2,0,0,1,0,0,1,0,0,0,1,6,27,14,1,.267,/boxscore.aspx?id=5250&path=baseball,5250
3/2/2008,at,Louisiana Tech,W,7-4,36,7,13,7,2,0,3,3,2,2,1,2,1,0,0,8,27,13,2,.361,/boxscore.aspx?id=5249&path=baseball,5249
3/1/2008,,Arkansas,W,15-7,36,15,14,13,1,1,2,4,0,2,0,3,0,2,1,6,27,7,1,.389,/boxscore.aspx?id=5248&path=baseball,5248
2/29/2008,,Ohio State,W,8-5,30,8,9,7,1,3,0,9,0,2,0,2,0,2,1,6,27,15,2,.300,/boxscore.aspx?id=5247&path=baseball,5247
2/27/2008,,McNeese State,W,8-4,34,8,11,7,1,3,0,5,0,6,0,3,0,0,0,3,27,14,1,.324,/boxscore.aspx?id=5246&path=baseball,5246
2/26/2008,,McNeese State,W,8-3,32,8,12,8,4,3,0,4,0,0,2,0,1,1,0,3,27,10,0,.375,/boxscore.aspx?id=5245&path=baseball,5245
2/24/2008,,Northern Colorado,W,5-2,26,5,5,5,2,0,1,4,0,0,3,0,0,1,0,7,27,8,1,.192,/boxscore.aspx?id=5244&path=baseball,5244
2/23/2008,,Northern Colorado,L,2-4,34,2,7,2,2,0,1,2,0,0,0,0,0,0,0,9,27,10,1,.206,/boxscore.aspx?id=5243&path=baseball,5243
2/23/2008,,Northern Colorado,L,1-3,21,1,5,1,1,1,0,4,0,0,0,1,1,0,3,3,21,9,2,.238,/boxscore.aspx?id=5242&path=baseball,5242
2/22/2008,,Northern Colorado,W,9-5,34,9,13,8,2,1,0,7,1,5,2,1,2,0,0,5,27,14,5,.382,/boxscore.aspx?id=5241&path=baseball,5241
6/9/2007,at,Rice,L,2-5,32,2,6,2,2,0,1,4,0,0,0,0,0,0,1,8,27,13,1,.188,/boxscore.aspx?id=5606&path=baseball,5606
6/8/2007,at,Rice,L,2-3,34,2,6,2,3,0,0,3,0,2,1,0,1,0,0,14,29,19,3,.176,/boxscore.aspx?id=5605&path=baseball,5605
6/4/2007,at,Louisiana-Lafayette,W,5-2,34,5,9,5,2,2,1,2,0,0,2,1,2,0,0,5,27,8,1,.265,/boxscore.aspx?id=5604&path=baseball,5604
6/3/2007,,Louisiana-Lafayette,W,4-1,29,4,9,4,2,0,1,3,1,0,0,0,3,0,2,4,27,7,2,.310,/boxscore.aspx?id=5603&path=baseball,5603
6/3/2007,,Ohio State,W,10-4,30,10,10,10,2,1,3,3,0,2,1,2,1,1,1,5,27,8,1,.333,/boxscore.aspx?id=5602&path=baseball,5602
6/2/2007,at,Louisiana-Lafayette,L,4-5,38,4,11,4,3,0,2,2,0,0,2,2,2,0,0,10,24,18,0,.289,/boxscore.aspx?id=5601&path=baseball,5601
6/1/2007,,Le Moyne,W,7-2,32,7,8,6,0,1,0,3,1,8,0,0,1,0,0,5,27,11,3,.250,/boxscore.aspx?id=5600&path=baseball,5600
5/27/2007,vs,Baylor,W,14-6,45,14,20,13,4,1,0,4,0,2,0,0,2,1,1,6,27,10,0,.444,/boxscore.aspx?id=5599&path=baseball,5599
5/26/2007,vs,Kansas State,W,7-2,31,7,10,7,2,1,0,7,1,6,2,1,2,1,0,3,27,11,0,.323,/boxscore.aspx?id=5598&path=baseball,5598
5/24/2007,vs,Texas,W,7-3,29,7,8,6,0,0,2,1,0,2,1,2,1,0,1,4,27,18,0,.276,/boxscore.aspx?id=5597&path=baseball,5597
5/23/2007,vs,Nebraska,L,3-5,34,3,11,3,2,0,0,7,0,1,1,0,1,1,0,6,24,6,1,.324,/boxscore.aspx?id=5596&path=baseball,5596
5/20/2007,at,Texas,L,1-9,31,1,5,0,1,0,0,1,0,0,0,2,0,0,1,4,24,11,0,.161,/boxscore.aspx?id=5595&path=baseball,5595
5/19/2007,at,Texas,L,2-3,33,2,8,2,0,0,0,4,0,2,1,0,0,0,0,9,24,14,2,.242,/boxscore.aspx?id=5594&path=baseball,5594
5/18/2007,,Texas,L,4-6,36,4,9,4,2,0,1,3,1,3,0,0,1,0,0,6,27,11,3,.250,/boxscore.aspx?id=5593&path=baseball,5593
5/15/2007,,McNeese State,W,11-6,35,11,13,9,3,1,4,3,0,4,1,0,1,0,1,1,27,11,1,.371,/boxscore.aspx?id=5592&path=baseball,5592
5/13/2007,at,Kansas State,L,6-11,34,6,9,6,1,0,0,4,0,2,0,0,0,2,0,10,24,6,0,.265,/boxscore.aspx?id=5591&path=baseball,5591
5/12/2007,at,Kansas State,W,2-1,31,2,7,2,1,0,1,1,0,0,1,1,0,1,1,9,27,14,2,.226,/boxscore.aspx?id=5590&path=baseball,5590
5/11/2007,at,Kansas State,W,4-2,34,4,8,3,1,0,1,1,0,1,0,0,1,0,0,9,27,15,0,.235,/boxscore.aspx?id=5589&path=baseball,5589
5/5/2007,,Dallas Baptist,W,14-6,29,14,9,12,0,0,3,12,0,3,0,4,1,0,2,5,27,14,1,.310,/boxscore.aspx?id=5588&path=baseball,5588
5/4/2007,,Dallas Baptist,W,3-0,31,3,11,3,2,0,0,0,0,0,1,1,1,1,1,3,27,13,1,.355,/boxscore.aspx?id=5587&path=baseball,5587
5/3/2007,,Dallas Baptist,W,11-10,46,11,17,10,5,1,1,8,0,2,1,1,2,1,0,8,36,16,3,.370,/boxscore.aspx?id=5586&path=baseball,5586
4/29/2007,,Baylor,L,12-16,42,12,16,11,1,0,3,3,0,1,0,0,2,0,1,8,27,11,3,.381,/boxscore.aspx?id=5585&path=baseball,5585
4/28/2007,,Baylor,W,5-3,31,5,9,4,0,0,2,5,1,1,1,2,0,0,0,8,27,7,1,.290,/boxscore.aspx?id=5584&path=baseball,5584
4/27/2007,at,Baylor,W,12-7,41,12,16,12,1,0,4,1,0,2,1,2,1,1,0,7,27,13,1,.390,/boxscore.aspx?id=5583&path=baseball,5583
4/25/2007,,Stephen F. Austin,W,6-0,29,6,10,6,2,0,0,4,0,1,2,1,1,0,0,11,27,10,0,.345,/boxscore.aspx?id=5582&path=baseball,5582
4/22/2007,,Oklahoma State,L,11-12,39,11,13,11,1,1,1,6,1,4,0,2,1,0,0,7,27,12,2,.333,/boxscore.aspx?id=5581&path=baseball,5581
4/21/2007,,Oklahoma State,L,4-6,35,4,11,4,3,1,0,1,0,0,0,1,0,2,1,9,27,10,1,.314,/boxscore.aspx?id=5580&path=baseball,5580
4/20/2007,,Oklahoma State,W,4-2,30,4,13,3,3,0,0,2,1,3,2,0,2,0,0,3,27,15,4,.433,/boxscore.aspx?id=5579&path=baseball,5579
4/17/2007,,Houston,W,8-3,34,8,12,7,1,0,0,7,0,5,0,2,0,0,2,4,27,9,0,.353,/boxscore.aspx?id=5578&path=baseball,5578
4/15/2007,at,Missouri,W,5-2,35,5,10,5,1,0,2,1,0,1,1,3,0,0,0,6,27,12,3,.286,/boxscore.aspx?id=5577&path=baseball,5577
4/14/2007,at,Missouri,L,6-7,32,6,10,6,0,0,1,2,0,2,1,1,1,1,1,8,26,8,1,.313,/boxscore.aspx?id=5576&path=baseball,5576
4/14/2007,at,Missouri,W,3-1,27,3,3,2,1,0,0,3,0,1,0,1,3,0,3,5,27,18,2,.111,/boxscore.aspx?id=5575&path=baseball,5575
4/10/2007,,Texas-San Antonio,W,6-2,29,6,10,6,0,0,1,5,0,1,2,2,1,1,1,2,27,15,1,.345,/boxscore.aspx?id=5574&path=baseball,5574
4/6/2007,at,Texas Tech,L,3-8,38,3,11,3,2,0,0,3,0,0,0,0,1,0,1,9,24,8,3,.289,/boxscore.aspx?id=5571&path=baseball,5571
4/5/2007,at,Texas Tech,W,7-4,37,7,12,7,1,0,0,3,0,3,0,1,0,1,1,7,27,11,1,.324,/boxscore.aspx?id=5570&path=baseball,5570
4/3/2007,vs,Texas State,W,9-4,39,9,16,8,5,0,2,5,0,3,2,2,1,1,0,11,27,7,0,.410,/boxscore.aspx?id=5569&path=baseball,5569
4/1/2007,,Nebraska,W,8-7,35,8,11,8,1,0,3,5,0,2,1,2,0,1,0,8,27,18,2,.314,/boxscore.aspx?id=5568&path=baseball,5568
3/31/2007,,Nebraska,W,8-5,32,8,10,8,2,0,2,2,1,1,0,0,3,0,0,6,27,9,3,.313,/boxscore.aspx?id=5567&path=baseball,5567
3/30/2007,,Nebraska,L,4-11,32,4,5,4,0,0,2,1,0,1,0,4,0,0,0,11,27,13,7,.156,/boxscore.aspx?id=5566&path=baseball,5566
3/27/2007,,TCU,W,13-2,39,13,17,12,4,0,2,1,0,0,0,0,0,1,0,3,27,13,2,.436,/boxscore.aspx?id=5565&path=baseball,5565
3/25/2007,at,Oklahoma,L,7-8,40,7,10,7,2,0,3,4,0,1,0,2,0,1,1,7,32,19,2,.250,/boxscore.aspx?id=5564&path=baseball,5564
3/24/2007,at,Oklahoma,L,3-9,33,3,8,3,3,0,1,6,0,1,0,1,0,0,2,9,24,11,3,.242,/boxscore.aspx?id=5563&path=baseball,5563
3/23/2007,at,Oklahoma,W,7-3,36,7,10,7,2,0,3,1,0,3,0,1,0,0,0,16,27,12,3,.278,/boxscore.aspx?id=5562&path=baseball,5562
3/20/2007,at,Rice,W,10-9,47,10,15,7,1,0,0,5,0,3,0,4,2,1,0,16,33,12,5,.319,/boxscore.aspx?id=5561&path=baseball,5561
3/18/2007,,Kansas,W,10-9,33,10,12,8,2,1,2,4,0,0,1,2,2,0,0,11,27,7,2,.364,/boxscore.aspx?id=5560&path=baseball,5560
3/17/2007,,Kansas,L,13-17,48,13,18,12,5,0,0,5,1,3,0,2,1,0,3,4,33,10,0,.375,/boxscore.aspx?id=5559&path=baseball,5559
3/16/2007,,Kansas,W,9-3,32,9,12,9,2,0,1,6,0,6,0,1,2,1,0,9,27,13,0,.375,/boxscore.aspx?id=5558&path=baseball,5558
3/11/2007,,Florida,W,6-1,29,6,9,5,0,1,0,4,0,1,0,2,0,1,1,5,27,12,1,.310,/boxscore.aspx?id=5557&path=baseball,5557
3/10/2007,,Florida,W,13-5,41,13,18,13,6,1,3,5,0,1,0,0,1,0,0,4,27,14,0,.439,/boxscore.aspx?id=5556&path=baseball,5556
3/9/2007,,Florida,W,7-1,32,7,9,6,0,2,0,3,0,4,1,0,0,0,1,5,27,15,0,.281,/boxscore.aspx?id=5555&path=baseball,5555
3/5/2007,at,Texas A&M,W,6-5,32,6,12,6,1,0,2,2,0,0,1,1,0,0,0,4,24,10,0,.375,/boxscore.aspx?id=5554&path=baseball,5554
3/4/2007,,New Mexico,W,6-5,31,6,8,6,0,0,0,6,0,2,0,0,0,1,0,6,27,14,1,.258,/boxscore.aspx?id=5553&path=baseball,5553
3/3/2007,at,Texas A&M,L,3-14,34,3,7,2,1,0,0,6,0,0,1,0,0,0,0,11,27,10,1,.206,/boxscore.aspx?id=5552&path=baseball,5552
3/2/2007,,Oregon State,W,5-2,34,5,10,3,1,0,0,2,0,4,0,1,1,0,0,10,27,13,1,.294,/boxscore.aspx?id=5551&path=baseball,5551
2/27/2007,,A&M-Corpus Christi,W,8-7,31,8,9,8,2,0,1,6,0,1,2,0,1,0,0,7,27,16,3,.290,/boxscore.aspx?id=5550&path=baseball,5550
2/25/2007,,Jacksonville State,W,12-0,36,12,14,10,0,0,0,5,0,4,0,1,0,1,0,4,27,8,0,.389,/boxscore.aspx?id=5549&path=baseball,5549
2/24/2007,,Jacksonville State,W,6-4,32,6,10,5,3,0,0,4,0,3,0,0,1,3,1,7,27,16,1,.313,/boxscore.aspx?id=5548&path=baseball,5548
2/23/2007,,Jacksonville State,W,15-5,43,15,18,12,5,1,2,6,0,2,3,1,0,0,0,6,27,9,2,.419,/boxscore.aspx?id=5547&path=baseball,5547
2/20/2007,,Texas-Arlington,W,9-5,36,9,14,7,3,2,0,4,0,5,0,1,1,0,1,6,27,14,2,.389,/boxscore.aspx?id=5546&path=baseball,5546
2/18/2007,,Texas-Pan American,W,6-3,32,6,12,6,4,0,0,5,0,3,1,1,1,1,0,3,27,11,1,.375,/boxscore.aspx?id=5545&path=baseball,5545
2/17/2007,,Texas-Pan American,W,5-2,29,5,6,5,3,0,0,2,0,0,0,1,1,0,0,2,27,14,2,.207,/boxscore.aspx?id=5544&path=baseball,5544
2/16/2007,,Texas-Pan American,W,7-4,36,7,14,7,5,0,0,4,0,4,0,0,0,1,0,4,27,14,3,.389,/boxscore.aspx?id=5543&path=baseball,5543
2/13/2007,,McNeese State,W,5-2,26,5,7,5,2,0,0,3,0,5,0,0,3,1,0,2,27,14,0,.269,/boxscore.aspx?id=5542&path=baseball,5542
2/11/2007,vs,Rice,W,4-2,28,4,6,4,1,0,1,5,1,2,0,0,0,0,2,8,27,15,2,.214,/boxscore.aspx?id=5541&path=baseball,5541
2/10/2007,vs,Texas A&M,L,2-3,33,2,7,2,1,0,2,1,0,0,0,0,0,0,1,14,24,11,2,.212,/boxscore.aspx?id=5540&path=baseball,5540
2/9/2007,vs,Arizona State,L,4-5,28,4,6,3,2,0,0,7,0,0,1,0,0,1,2,6,24,15,1,.214,/boxscore.aspx?id=5539&path=baseball,5539
2/6/2007,,Texas Southern,W,9-1,31,9,9,7,1,1,1,7,0,7,0,4,0,2,0,7,27,12,1,.290,/boxscore.aspx?id=5538&path=baseball,5538
5/21/2006,at,Kansas,L,6-11,34,6,9,6,1,0,0,4,0,1,0,1,2,0,1,6,24,12,1,.265,/boxscore.aspx?id=5175&path=baseball,5175
5/20/2006,at,Kansas,L,2-6,28,2,6,1,1,0,0,4,0,1,0,0,3,0,1,5,24,13,2,.214,/boxscore.aspx?id=5174&path=baseball,5174
5/19/2006,at,Kansas,L,1-2,33,1,7,1,1,0,0,5,0,2,2,0,1,0,0,6,24,13,0,.212,/boxscore.aspx?id=5173&path=baseball,5173
5/14/2006,,Kansas State,T,1-1,23,1,6,1,3,0,0,3,1,1,0,0,1,0,0,3,18,6,1,.261,/boxscore.aspx?id=5172&path=baseball,5172
5/13/2006,,Kansas State,W,6-3,34,6,11,6,3,0,1,1,0,0,1,0,0,0,0,6,27,19,4,.324,/boxscore.aspx?id=5171&path=baseball,5171
5/12/2006,,Kansas State,W,8-3,33,8,12,8,2,2,2,4,0,3,1,0,2,0,0,4,27,7,0,.364,/boxscore.aspx?id=5170&path=baseball,5170
5/6/2006,,Dallas Baptist,W,4-3,39,4,9,4,2,0,1,6,1,3,0,1,3,1,0,8,36,16,1,.231,/boxscore.aspx?id=5169&path=baseball,5169
5/5/2006,,Dallas Baptist,L,1-6,34,1,7,1,0,0,1,4,0,1,0,0,0,0,1,9,27,6,2,.206,/boxscore.aspx?id=5168&path=baseball,5168
5/2/2006,,Sam Houston,W,12-9,34,12,13,9,5,0,0,8,0,4,0,1,0,1,0,5,27,12,4,.382,/boxscore.aspx?id=5167&path=baseball,5167
5/1/2006,at,Texas,L,1-6,30,1,6,1,0,1,0,2,0,0,0,0,0,0,3,7,24,10,1,.200,/boxscore.aspx?id=6566&path=baseball,6566
4/30/2006,,Texas,L,5-6,31,5,8,5,1,0,1,6,0,2,0,1,0,2,1,9,27,15,1,.258,/boxscore.aspx?id=5166&path=baseball,5166
4/29/2006,,Texas,L,3-5,33,3,6,2,4,0,0,1,0,1,0,0,0,0,0,6,27,14,3,.182,/boxscore.aspx?id=5165&path=baseball,5165
4/25/2006,,UTSA,W,9-3,35,9,15,8,3,2,0,6,0,1,1,0,1,1,0,3,27,9,2,.429,/boxscore.aspx?id=5164&path=baseball,5164
4/23/2006,at,Baylor,L,8-9,36,8,11,8,0,0,3,4,0,1,1,1,1,1,0,4,26,12,1,.306,/boxscore.aspx?id=5163&path=baseball,5163
4/22/2006,at,Baylor,L,1-4,32,1,6,1,1,0,0,1,0,0,0,1,0,0,1,4,24,8,2,.188,/boxscore.aspx?id=5162&path=baseball,5162
4/21/2006,,Baylor,W,4-2,30,4,8,3,1,0,1,4,1,2,1,0,0,0,1,1,27,7,0,.267,/boxscore.aspx?id=5161&path=baseball,5161
4/18/2006,,Houston,L,6-9,32,6,9,5,2,0,0,5,0,2,0,3,1,3,0,4,27,8,3,.281,/boxscore.aspx?id=5160&path=baseball,5160
