Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG,link,id
5/10/2011,,Texas State,W,15-5,34,15,15,14,3,0,0,6,0,1,0,0,3,1,0,5,27,19,0,.441,/boxscore.aspx?id=3536&path=baseball,3536
5/7/2011,,Dallas Baptist,W,14-2,40,14,17,13,2,0,0,3,0,1,0,0,1,1,0,0,27,12,1,.425,/boxscore.aspx?id=3535&path=baseball,3535
5/6/2011,,Dallas Baptist,L,10-14,39,10,12,8,3,1,0,9,1,1,1,0,2,1,1,6,30,12,3,.308,/boxscore.aspx?id=3534&path=baseball,3534
5/5/2011,,Dallas Baptist,W,4-2,32,4,13,4,2,0,1,3,0,1,2,0,0,0,1,5,27,9,1,.406,/boxscore.aspx?id=3533&path=baseball,3533
5/3/2011,at,UTSA,L,2-3,34,2,6,2,1,0,0,2,0,4,0,0,2,0,1,12,28,10,2,.176,/boxscore.aspx?id=3532&path=baseball,3532
5/1/2011,at,Missouri,W,3-2,24,3,8,3,2,2,0,2,1,0,0,0,4,0,0,8,21,10,2,.333,/boxscore.aspx?id=3531&path=baseball,3531
4/30/2011,at,Missouri,L,1-9,31,1,6,1,0,0,1,1,0,0,0,0,1,0,1,8,24,6,3,.194,/boxscore.aspx?id=3530&path=baseball,3530
4/29/2011,at,Missouri,L,9-10,38,9,11,9,2,0,1,2,0,1,2,2,1,0,0,9,26,9,2,.289,/boxscore.aspx?id=3529&path=baseball,3529
4/26/2011,,Sam Houston State,L,5-8,41,5,9,4,2,0,0,7,2,0,1,0,3,0,0,8,36,15,2,.220,/boxscore.aspx?id=3528&path=baseball,3528
4/24/2011,,Oklahoma State,W,8-1,32,8,10,8,0,1,2,3,0,4,0,3,0,0,1,9,27,16,0,.313,/boxscore.aspx?id=3527&path=baseball,3527
4/23/2011,,Oklahoma State,W,5-1,31,5,9,5,2,0,0,3,0,3,0,1,1,0,0,7,27,9,3,.290,/boxscore.aspx?id=3526&path=baseball,3526
4/22/2011,,Oklahoma State,W,11-2,32,11,13,10,5,1,0,4,1,2,0,1,1,3,0,7,27,4,1,.406,/boxscore.aspx?id=3524&path=baseball,3524
4/19/2011,,TCU,L,2-4,30,2,4,2,1,1,0,2,0,0,0,1,0,0,0,6,27,9,0,.133,/boxscore.aspx?id=3521&path=baseball,3521
4/17/2011,,Baylor,W,2-1,28,2,6,2,1,1,0,1,0,1,1,0,1,1,0,7,27,11,0,.214,/boxscore.aspx?id=3518&path=baseball,3518
4/16/2011,,Baylor,L,1-12,29,1,5,1,2,0,0,4,0,0,2,0,0,0,0,4,27,6,0,.172,/boxscore.aspx?id=3515&path=baseball,3515
4/15/2011,at,Baylor,W,5-1,31,5,10,4,2,1,0,1,0,1,0,1,2,1,1,3,27,9,0,.323,/boxscore.aspx?id=3512&path=baseball,3512
4/12/2011,at,Rice,L,0-2,29,0,4,0,0,0,0,0,0,2,0,1,0,0,0,13,24,11,1,.138,/boxscore.aspx?id=3509&path=baseball,3509
4/10/2011,at,Texas Tech,W,14-8,46,14,21,13,2,1,2,5,0,3,0,1,1,1,0,7,27,11,4,.457,/boxscore.aspx?id=3506&path=baseball,3506
4/9/2011,at,Texas Tech,W,5-4,34,5,9,4,1,0,1,4,0,2,0,1,0,0,2,3,27,11,1,.265,/boxscore.aspx?id=3503&path=baseball,3503
4/8/2011,at,Texas Tech,L,3-4,43,3,12,3,0,0,0,3,1,2,1,2,3,0,0,9,35,13,1,.279,/boxscore.aspx?id=3500&path=baseball,3500
4/5/2011,,Houston,L,2-3,31,2,6,2,1,0,1,3,0,1,0,1,0,0,2,6,27,10,2,.194,/boxscore.aspx?id=3497&path=baseball,3497
4/3/2011,at,Kansas State,L,4-9,35,4,9,3,1,0,0,2,0,1,0,1,1,0,0,5,24,10,0,.257,/boxscore.aspx?id=3494&path=baseball,3494
4/2/2011,at,Kansas State,W,4-3,32,4,8,4,4,0,0,2,0,0,1,0,1,0,0,7,27,10,0,.250,/boxscore.aspx?id=3491&path=baseball,3491
4/1/2011,at,Kansas State,W,6-3,35,6,7,5,0,1,0,3,1,3,0,2,0,0,0,12,27,13,1,.200,/boxscore.aspx?id=3488&path=baseball,3488
3/30/2011,at,UT Arlington,W,7-4,41,7,14,6,3,0,2,5,0,1,2,1,1,0,1,8,30,12,1,.341,/boxscore.aspx?id=3484&path=baseball,3484
3/27/2011,,Kansas,W,3-1,31,3,9,3,1,0,0,2,0,1,1,0,2,0,1,4,27,7,3,.290,/boxscore.aspx?id=3480&path=baseball,3480
3/26/2011,,Kansas,W,11-1,31,11,12,10,1,1,1,3,0,3,2,4,1,1,0,3,27,9,1,.387,/boxscore.aspx?id=3476&path=baseball,3476
3/25/2011,,Kansas,W,2-1,33,2,6,2,2,0,0,3,0,2,0,3,1,0,0,11,30,15,0,.182,/boxscore.aspx?id=3472&path=baseball,3472
3/22/2011,,SFA,W,7-5,30,7,6,6,2,1,0,2,0,2,0,0,1,0,0,8,27,11,1,.200,/boxscore.aspx?id=3467&path=baseball,3467
3/20/2011,at,Oklahoma,W,5-2,32,5,11,5,3,0,0,3,0,0,1,1,3,1,0,5,27,12,0,.344,/boxscore.aspx?id=3462&path=baseball,3462
3/19/2011,at,Oklahoma,W,11-1,38,11,19,9,4,0,0,4,0,0,2,0,2,2,1,5,27,11,1,.500,/boxscore.aspx?id=3457&path=baseball,3457
3/18/2011,at,Oklahoma,L,0-1,29,0,3,0,1,0,0,0,0,0,0,1,1,0,0,13,24,10,0,.103,/boxscore.aspx?id=3452&path=baseball,3452
3/15/2011,,Cal State Fullerton,W,2-0,29,2,7,0,0,0,0,0,0,1,0,0,0,0,1,4,27,16,0,.241,/boxscore.aspx?id=3446&path=baseball,3446
3/13/2011,,FIU,W,8-5,32,8,10,6,3,1,1,3,0,2,0,0,1,0,0,5,27,12,2,.313,/boxscore.aspx?id=3440&path=baseball,3440
3/12/2011,,FIU,L,1-2,36,1,8,0,0,0,0,2,0,0,1,1,1,0,0,10,30,14,0,.222,/boxscore.aspx?id=3433&path=baseball,3433
3/11/2011,,FIU,W,6-5,36,6,9,6,0,1,1,3,0,4,2,4,1,0,0,7,30,8,1,.250,/boxscore.aspx?id=3427&path=baseball,3427
3/8/2011,,Centenary,W,21-3,45,21,23,18,3,3,2,2,0,3,0,3,1,2,0,5,27,11,0,.511,/boxscore.aspx?id=3418&path=baseball,3418
3/6/2011,vs,Houston,W,11-4,40,11,15,11,1,1,1,5,0,2,0,0,2,2,0,9,27,13,1,.375,/boxscore.aspx?id=3412&path=baseball,3412
3/5/2011,vs,Rice,L,0-1,31,0,6,0,1,0,0,0,0,1,1,0,0,0,1,7,24,6,0,.194,/boxscore.aspx?id=3403&path=baseball,3403
3/4/2011,vs,Utah,L,1-2,30,1,6,1,1,0,0,1,0,2,0,1,3,0,0,10,27,10,1,.200,/boxscore.aspx?id=3396&path=baseball,3396
3/2/2011,,Texas-Pan American,W,7-0,35,7,13,7,5,0,0,5,0,2,1,1,1,0,0,3,27,15,0,.371,/boxscore.aspx?id=3388&path=baseball,3388
3/1/2011,,Texas-Pan American,W,4-1,31,4,6,4,1,0,0,3,0,3,1,0,1,0,1,6,27,16,0,.194,/boxscore.aspx?id=3379&path=baseball,3379
2/27/2011,,Gonzaga,L,3-6,34,3,8,2,1,0,1,1,0,0,0,0,0,0,1,8,27,14,0,.235,/boxscore.aspx?id=3371&path=baseball,3371
2/26/2011,,Gonzaga,W,4-2,25,4,6,2,1,0,0,3,0,2,1,1,2,0,0,3,27,8,2,.240,/boxscore.aspx?id=3363&path=baseball,3363
2/25/2011,,Gonzaga,W,1-0,34,1,6,1,1,0,0,6,0,0,1,0,2,0,0,12,33,20,1,.176,/boxscore.aspx?id=3355&path=baseball,3355
2/22/2011,,Prairie View A&M,W,11-1,36,11,12,9,1,0,0,5,0,7,1,1,0,1,0,7,27,11,0,.333,/boxscore.aspx?id=3349&path=baseball,3349
2/20/2011,,Le Moyne,W,14-0,41,14,13,11,2,3,2,8,0,0,0,1,0,1,0,6,27,10,1,.317,/boxscore.aspx?id=3342&path=baseball,3342
2/19/2011,,Le Moyne,W,10-2,36,10,14,7,0,3,0,3,0,3,0,2,0,0,1,3,27,12,1,.389,/boxscore.aspx?id=3336&path=baseball,3336
2/18/2011,,Le Moyne,W,3-1,29,3,6,2,1,0,1,2,0,1,0,1,0,1,0,6,27,10,1,.207,/boxscore.aspx?id=3329&path=baseball,3329
6/7/2010,at,Miami,L,3-10,33,3,8,3,3,0,0,2,0,0,1,0,0,0,1,11,27,12,1,.242,/boxscore.aspx?id=4233&path=baseball,4233
6/6/2010,at,Miami,W,11-7,36,11,10,10,4,0,2,5,0,0,0,1,2,0,0,6,27,9,1,.278,/boxscore.aspx?id=4229&path=baseball,4229
6/6/2010,vs,Dartmouth,W,4-3,32,4,6,4,1,0,3,2,0,0,0,2,1,0,0,9,27,8,1,.188,/boxscore.aspx?id=4226&path=baseball,4226
6/5/2010,at,Miami,L,1-14,32,1,4,1,0,0,0,2,0,1,0,1,0,0,0,11,27,10,0,.125,/boxscore.aspx?id=4222&path=baseball,4222
6/4/2010,vs,FIU,W,17-3,39,17,20,17,5,0,5,5,0,1,0,4,1,2,1,4,27,7,0,.513,/boxscore.aspx?id=4219&path=baseball,4219
5/30/2010,vs,Baylor,W,5-3,37,5,11,5,1,0,1,1,1,1,0,0,1,0,1,5,30,9,1,.297,/boxscore.aspx?id=4216&path=baseball,4216
5/29/2010,vs,Texas,W,9-3,38,9,14,9,5,0,3,2,0,1,1,3,0,0,0,13,27,13,1,.368,/boxscore.aspx?id=4214&path=baseball,4214
5/27/2010,vs,Missouri,W,7-2,33,7,11,6,0,2,1,3,0,4,1,0,2,2,0,3,27,12,1,.333,/boxscore.aspx?id=4212&path=baseball,4212
5/26/2010,vs,Texas Tech,W,9-2,29,9,10,9,0,0,2,2,0,2,1,3,3,0,0,10,27,6,0,.345,/boxscore.aspx?id=4210&path=baseball,4210
5/23/2010,,Kansas State,W,3-2,29,3,5,3,1,0,2,4,1,3,0,2,1,0,0,6,27,12,2,.172,/boxscore.aspx?id=4208&path=baseball,4208
5/22/2010,,Kansas State,W,10-2,32,10,11,9,2,0,1,4,0,3,1,3,2,2,1,2,27,16,0,.344,/boxscore.aspx?id=4206&path=baseball,4206
5/21/2010,,Kansas State,L,7-8,42,7,11,6,3,0,3,4,0,2,0,0,0,0,0,11,30,10,1,.262,/boxscore.aspx?id=4204&path=baseball,4204
5/18/2010,,UT Arlington,W,11-7,39,11,17,10,2,0,2,0,0,1,0,0,1,0,0,4,27,13,1,.436,/boxscore.aspx?id=4202&path=baseball,4202
5/16/2010,at,Oklahoma State,W,6-1,31,6,9,5,3,0,2,5,1,3,1,1,3,0,0,6,27,10,0,.290,/boxscore.aspx?id=4200&path=baseball,4200
5/15/2010,at,Oklahoma State,W,5-3,40,5,12,5,2,1,0,3,1,0,0,0,1,1,0,8,30,6,0,.300,/boxscore.aspx?id=4198&path=baseball,4198
5/14/2010,at,Oklahoma State,W,7-0,38,7,14,4,2,0,2,2,0,4,1,0,1,0,1,10,27,8,0,.368,/boxscore.aspx?id=4196&path=baseball,4196
5/12/2010,,Centenary,W,15-3,31,15,11,13,0,1,2,7,0,2,0,3,1,2,1,4,27,10,1,.355,/boxscore.aspx?id=4194&path=baseball,4194
5/11/2010,at,Houston,W,12-3,35,12,11,10,0,0,2,6,0,4,1,3,1,0,1,6,27,14,2,.314,/boxscore.aspx?id=4192&path=baseball,4192
5/8/2010,,Dallas Baptist,L,6-8,36,6,12,5,2,1,0,1,0,3,1,3,0,0,1,6,27,16,1,.333,/boxscore.aspx?id=4190&path=baseball,4190
5/7/2010,,Dallas Baptist,W,4-2,29,4,9,4,2,0,2,4,0,2,2,1,1,0,0,4,27,14,0,.310,/boxscore.aspx?id=4188&path=baseball,4188
5/6/2010,,Dallas Baptist,W,10-6,36,10,15,8,4,0,0,2,0,1,2,2,0,1,0,6,27,12,1,.417,/boxscore.aspx?id=4186&path=baseball,4186
5/4/2010,at,Sam Houston State,W,3-1,33,3,12,3,3,0,1,1,0,0,2,2,4,0,0,7,27,7,2,.364,/boxscore.aspx?id=4184&path=baseball,4184
5/2/2010,at,Nebraska,L,0-1,31,0,5,0,1,0,0,2,0,2,0,0,1,0,0,9,24,12,0,.161,/boxscore.aspx?id=4182&path=baseball,4182
5/1/2010,at,Nebraska,W,10-5,37,10,15,9,5,0,3,7,0,1,0,1,3,0,1,6,27,15,2,.405,/boxscore.aspx?id=4180&path=baseball,4180
4/30/2010,at,Nebraska,W,6-1,34,6,7,3,2,0,1,3,0,3,0,0,0,0,1,11,27,8,2,.206,/boxscore.aspx?id=4178&path=baseball,4178
4/27/2010,,Prairie View A&M,W,7-5,34,7,14,7,2,0,0,5,0,1,1,1,1,1,0,1,27,11,3,.412,/boxscore.aspx?id=4176&path=baseball,4176
4/25/2010,,Oklahoma,L,2-10,37,2,10,2,1,0,0,2,0,1,0,1,0,0,0,4,27,8,3,.270,/boxscore.aspx?id=4174&path=baseball,4174
4/24/2010,,Oklahoma,L,5-6,48,5,12,5,1,0,1,3,1,3,0,5,2,0,1,12,39,8,1,.250,/boxscore.aspx?id=4172&path=baseball,4172
4/23/2010,,Oklahoma,W,6-2,33,6,9,6,2,0,1,4,0,0,0,0,0,0,0,6,27,5,0,.273,/boxscore.aspx?id=4170&path=baseball,4170
4/20/2010,,Rice,W,7-1,35,7,7,6,0,0,0,1,0,1,0,3,0,0,0,6,27,10,0,.200,/boxscore.aspx?id=4169&path=baseball,4169
4/18/2010,,Texas,L,0-8,30,0,4,0,0,0,0,1,0,0,0,0,0,0,1,8,27,12,3,.133,/boxscore.aspx?id=4168&path=baseball,4168
4/17/2010,,Texas,L,0-14,29,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4,27,6,3,.034,/boxscore.aspx?id=4167&path=baseball,4167
4/16/2010,at,Texas,L,3-4,41,3,8,3,3,0,0,4,0,2,1,2,1,0,0,17,32,9,1,.195,/boxscore.aspx?id=4166&path=baseball,4166
4/13/2010,at,TCU,L,1-6,32,1,8,1,1,0,1,1,0,1,0,0,1,0,3,3,24,10,2,.250,/boxscore.aspx?id=4165&path=baseball,4165
4/11/2010,at,Baylor,L,1-2,30,1,5,1,1,0,0,4,0,0,0,3,0,0,2,7,24,9,0,.167,/boxscore.aspx?id=4164&path=baseball,4164
4/10/2010,at,Baylor,L,1-13,30,1,4,1,2,0,0,2,0,2,1,0,0,0,0,13,24,12,3,.133,/boxscore.aspx?id=4163&path=baseball,4163
4/9/2010,,Baylor,W,4-3,29,4,7,3,1,0,1,7,0,2,1,4,2,0,0,6,27,9,0,.241,/boxscore.aspx?id=4162&path=baseball,4162
4/6/2010,,UTSA,W,14-5,35,14,14,10,2,0,2,5,0,1,2,2,1,1,0,8,27,9,1,.400,/boxscore.aspx?id=4161&path=baseball,4161
4/3/2010,at,Kansas,T,8-8,43,8,13,7,1,0,0,4,0,3,1,1,1,2,0,10,33,9,2,.302,/boxscore.aspx?id=4160&path=baseball,4160
4/2/2010,at,Kansas,W,6-4,33,6,9,6,3,0,0,4,0,4,1,5,2,0,0,10,27,9,2,.273,/boxscore.aspx?id=4159&path=baseball,4159
4/1/2010,at,Kansas,L,5-9,39,5,15,5,2,0,1,3,0,0,1,1,2,1,0,9,24,11,1,.385,/boxscore.aspx?id=4158&path=baseball,4158
3/30/2010,at,Texas State,L,5-6,40,5,12,5,1,1,1,3,0,1,1,2,1,1,1,9,31,12,3,.300,/boxscore.aspx?id=4157&path=baseball,4157
3/28/2010,,Missouri,L,4-13,35,4,9,4,0,1,2,3,0,1,1,5,0,0,1,9,27,7,3,.257,/boxscore.aspx?id=4156&path=baseball,4156
3/27/2010,,Missouri,W,5-4,30,5,9,4,1,0,0,2,0,2,0,3,1,2,0,3,27,10,3,.300,/boxscore.aspx?id=4155&path=baseball,4155
3/26/2010,,Missouri,W,3-1,26,3,5,3,0,1,1,2,0,1,1,5,0,0,1,5,27,6,2,.192,/boxscore.aspx?id=4154&path=baseball,4154
3/23/2010,,Northwestern State,L,2-4,30,2,7,2,1,0,2,1,0,0,2,1,0,0,2,12,27,16,1,.233,/boxscore.aspx?id=4153&path=baseball,4153
3/21/2010,,Texas Tech,L,7-13,41,7,13,5,3,0,0,5,0,1,0,1,0,0,1,7,27,10,1,.317,/boxscore.aspx?id=4152&path=baseball,4152
3/20/2010,,Texas Tech,W,5-4,37,5,13,5,3,2,0,4,0,3,0,1,0,0,1,10,27,10,1,.351,/boxscore.aspx?id=4151&path=baseball,4151
3/19/2010,,Texas Tech,W,6-3,35,6,13,5,1,0,0,3,0,1,0,1,1,0,0,8,27,2,2,.371,/boxscore.aspx?id=4150&path=baseball,4150
3/14/2010,,Washington State,W,6-5,31,6,8,6,2,1,2,3,0,1,0,0,1,0,0,3,27,12,2,.258,/boxscore.aspx?id=4149&path=baseball,4149
3/13/2010,,Washington State,L,5-7,41,5,15,5,1,0,1,2,0,2,0,0,0,0,2,7,27,14,2,.366,/boxscore.aspx?id=4148&path=baseball,4148
3/12/2010,,Washington State,W,4-3,30,4,7,3,1,0,1,3,0,1,2,0,0,0,0,8,27,8,1,.233,/boxscore.aspx?id=4147&path=baseball,4147
3/10/2010,,Penn State,W,7-0,35,7,10,7,2,1,0,2,0,2,0,2,1,0,0,7,27,8,0,.286,/boxscore.aspx?id=4146&path=baseball,4146
3/9/2010,,Penn State,W,17-3,42,17,16,17,2,0,3,0,0,1,1,1,0,0,0,5,27,6,3,.381,/boxscore.aspx?id=4145&path=baseball,4145
3/7/2010,,Winthrop,W,2-1,27,2,8,2,3,0,0,2,1,2,1,0,3,0,0,3,27,10,0,.296,/boxscore.aspx?id=4144&path=baseball,4144
3/6/2010,,Winthrop,W,12-4,37,12,15,11,7,1,0,7,0,8,0,3,0,1,1,7,27,10,4,.405,/boxscore.aspx?id=4143&path=baseball,4143
3/5/2010,,Winthrop,W,7-0,32,7,12,6,0,1,0,1,0,0,2,1,3,0,0,3,27,10,0,.375,/boxscore.aspx?id=4142&path=baseball,4142
3/3/2010,,BYU,W,5-3,32,5,9,5,2,0,1,1,0,0,0,1,0,1,0,5,27,9,1,.281,/boxscore.aspx?id=4141&path=baseball,4141
2/28/2010,vs,Texas State,W,6-2,31,6,11,5,2,0,2,2,0,1,0,0,1,1,2,4,27,14,2,.355,/boxscore.aspx?id=4140&path=baseball,4140
2/27/2010,at,Baylor,W,4-2,32,4,13,4,1,0,0,2,0,4,3,1,2,0,1,9,27,10,2,.406,/boxscore.aspx?id=4139&path=baseball,4139
2/26/2010,vs,Western Kentucky,L,1-5,35,1,9,1,1,0,0,1,0,1,2,1,0,0,0,9,24,7,5,.257,/boxscore.aspx?id=4138&path=baseball,4138
2/24/2010,,Stephen F. Austin,L,6-7,34,6,9,6,7,1,0,4,0,0,0,1,0,0,0,2,27,8,0,.265,/boxscore.aspx?id=4137&path=baseball,4137
2/20/2010,,Seton Hall,W,6-3,30,6,10,6,1,0,2,1,0,1,2,0,1,0,0,7,27,16,2,.333,/boxscore.aspx?id=4136&path=baseball,4136
2/20/2010,,Seton Hall,W,13-6,34,13,14,12,1,2,2,2,1,4,2,3,2,2,0,3,27,12,3,.412,/boxscore.aspx?id=4135&path=baseball,4135
2/19/2010,,Seton Hall,W,11-2,33,11,11,7,2,0,0,4,0,3,0,2,2,0,2,4,27,13,1,.333,/boxscore.aspx?id=4134&path=baseball,4134
5/31/2009,vs,Oregon State,L,5-13,38,5,10,5,1,0,1,1,0,0,0,1,1,0,0,6,24,11,1,.263,/boxscore.aspx?id=5477&path=baseball,5477
5/30/2009,vs,Wright State,W,6-4,47,6,13,4,1,0,2,2,0,0,0,2,0,0,0,5,33,17,3,.277,/boxscore.aspx?id=5476&path=baseball,5476
5/29/2009,vs,Oregon State,L,8-9,40,8,15,8,1,0,2,4,0,0,0,0,0,1,1,10,27,12,1,.375,/boxscore.aspx?id=5475&path=baseball,5475
5/23/2009,vs,Texas Tech,W,11-4,40,11,15,9,2,0,1,9,0,3,0,0,1,0,1,9,27,14,1,.375,/boxscore.aspx?id=5474&path=baseball,5474
5/22/2009,vs,Oklahoma,W,17-15,40,17,19,16,7,2,0,7,0,0,1,1,2,0,0,8,27,9,1,.475,/boxscore.aspx?id=5473&path=baseball,5473
5/20/2009,vs,Missouri,L,2-5,31,2,6,1,1,0,0,6,0,1,0,2,0,0,2,10,24,17,3,.194,/boxscore.aspx?id=5472&path=baseball,5472
5/17/2009,at,Oklahoma,L,5-6,35,5,9,4,1,0,2,4,0,1,0,2,0,1,0,17,24,9,4,.257,/boxscore.aspx?id=5471&path=baseball,5471
5/16/2009,at,Oklahoma,L,0-9,29,0,2,0,0,0,0,2,0,0,0,0,0,0,1,6,24,11,1,.069,/boxscore.aspx?id=5470&path=baseball,5470
5/15/2009,at,Oklahoma,L,5-6,32,5,7,5,1,0,4,4,0,0,1,0,0,0,1,8,24,10,1,.219,/boxscore.aspx?id=5469&path=baseball,5469
5/12/2009,,Texas State,W,13-4,42,13,18,11,2,1,3,2,0,2,0,1,1,0,0,7,27,8,0,.429,/boxscore.aspx?id=5468&path=baseball,5468
5/10/2009,at,Texas,L,4-5,38,4,13,4,2,0,0,4,0,2,0,1,0,0,1,6,24,13,3,.342,/boxscore.aspx?id=5467&path=baseball,5467
5/9/2009,at,Texas,W,3-0,29,3,5,3,1,0,1,6,0,1,2,0,1,0,0,8,27,13,1,.172,/boxscore.aspx?id=5466&path=baseball,5466
5/8/2009,,Texas,L,9-11,38,9,9,9,0,2,3,4,0,1,0,2,0,0,1,12,30,12,1,.237,/boxscore.aspx?id=5465&path=baseball,5465
5/5/2009,,Sam Houston State,W,8-2,33,8,14,8,3,1,3,2,0,0,2,2,2,0,2,7,27,15,1,.424,/boxscore.aspx?id=5464&path=baseball,5464
5/2/2009,,Dallas Baptist,W,8-2,34,8,14,7,1,0,3,2,0,3,2,2,1,0,0,3,27,8,1,.412,/boxscore.aspx?id=5463&path=baseball,5463
5/1/2009,,Dallas Baptist,L,10-11,34,10,11,10,2,0,3,5,0,1,1,3,0,1,1,6,27,13,2,.324,/boxscore.aspx?id=5462&path=baseball,5462
4/30/2009,,Dallas Baptist,W,4-3,26,4,6,4,0,1,0,7,1,0,0,1,2,1,1,8,27,10,1,.231,/boxscore.aspx?id=5461&path=baseball,5461
4/28/2009,,TCU,W,4-3,36,4,8,4,1,0,2,6,0,1,1,0,0,0,1,9,30,14,2,.222,/boxscore.aspx?id=5460&path=baseball,5460
4/26/2009,,Oklahoma State,W,6-4,30,6,9,5,1,0,2,5,0,1,1,0,1,0,1,10,27,10,1,.300,/boxscore.aspx?id=5459&path=baseball,5459
4/25/2009,,Oklahoma State,W,7-4,33,7,14,7,1,0,2,4,0,0,1,1,3,1,0,4,27,10,0,.424,/boxscore.aspx?id=5458&path=baseball,5458
4/24/2009,,Oklahoma State,L,1-4,34,1,8,1,0,0,0,6,0,0,0,0,0,0,0,12,27,9,1,.235,/boxscore.aspx?id=5457&path=baseball,5457
4/22/2009,,Prairie View A&M,W,21-4,36,21,17,18,4,0,3,6,0,0,0,3,0,0,0,0,21,12,1,.472,/boxscore.aspx?id=5456&path=baseball,5456
4/19/2009,,Nebraska,W,10-1,36,10,15,10,2,0,0,4,0,0,0,0,1,0,1,6,27,9,0,.417,/boxscore.aspx?id=5455&path=baseball,5455
4/18/2009,,Nebraska,W,10-1,32,10,9,9,1,0,2,5,1,1,1,0,2,0,2,3,27,9,0,.281,/boxscore.aspx?id=5454&path=baseball,5454
4/17/2009,,Nebraska,W,8-2,28,8,10,8,1,0,0,6,0,5,1,6,1,3,0,5,27,11,0,.357,/boxscore.aspx?id=5453&path=baseball,5453
4/14/2009,at,Rice,W,7-3,29,7,11,7,3,0,2,7,0,1,2,3,1,1,4,4,27,8,0,.379,/boxscore.aspx?id=5451&path=baseball,5451
4/11/2009,at,Kansas State,L,3-4,30,3,8,2,0,0,2,2,0,1,3,1,2,0,1,2,26,16,0,.267,/boxscore.aspx?id=5449&path=baseball,5449
4/10/2009,at,Kansas State,L,4-6,36,4,8,4,2,0,2,0,0,2,0,0,0,0,1,12,24,9,0,.222,/boxscore.aspx?id=5447&path=baseball,5447
4/10/2009,at,Kansas State,W,4-2,33,4,8,4,2,1,0,0,0,0,0,0,0,0,2,5,27,9,0,.242,/boxscore.aspx?id=5445&path=baseball,5445
4/7/2009,,Houston,L,2-9,37,2,7,1,0,0,0,3,0,0,0,0,0,0,0,6,27,13,3,.189,/boxscore.aspx?id=5443&path=baseball,5443
4/5/2009,at,Texas Tech,L,6-10,37,6,10,6,3,0,1,4,0,0,0,0,0,0,0,4,24,12,2,.270,/boxscore.aspx?id=5441&path=baseball,5441
4/4/2009,at,Texas Tech,W,13-7,41,13,14,12,5,0,4,5,0,1,1,1,0,1,0,8,27,12,0,.341,/boxscore.aspx?id=5439&path=baseball,5439
4/3/2009,at,Texas Tech,L,3-4,37,3,10,2,1,0,2,5,0,0,0,0,0,0,1,8,24,10,1,.270,/boxscore.aspx?id=5437&path=baseball,5437
3/31/2009,,UTSA,W,16-6,39,16,17,13,4,0,1,4,0,5,0,2,2,1,2,6,27,9,1,.436,/boxscore.aspx?id=5435&path=baseball,5435
3/29/2009,,Kansas,W,6-5,25,6,4,5,0,0,1,4,0,0,1,1,1,1,1,9,27,6,1,.160,/boxscore.aspx?id=5433&path=baseball,5433
3/28/2009,,Kansas,W,7-6,34,7,12,7,1,0,1,2,0,1,2,1,2,0,0,8,27,7,1,.353,/boxscore.aspx?id=5431&path=baseball,5431
3/27/2009,,Kansas,W,3-0,32,3,10,1,4,0,0,0,0,0,0,0,2,0,0,4,27,6,0,.313,/boxscore.aspx?id=5429&path=baseball,5429
3/24/2009,,UT Arlington,W,11-8,34,11,12,9,1,1,0,6,0,1,0,2,3,0,0,3,27,13,0,.353,/boxscore.aspx?id=5427&path=baseball,5427
3/22/2009,at,Missouri,W,6-5,35,6,9,5,1,0,2,4,0,3,2,2,0,0,0,14,27,7,2,.257,/boxscore.aspx?id=5425&path=baseball,5425
3/21/2009,at,Missouri,L,2-6,32,2,7,1,1,0,1,3,0,0,0,2,0,0,1,8,24,8,0,.219,/boxscore.aspx?id=5423&path=baseball,5423
3/20/2009,at,Missouri,L,2-3,31,2,5,1,0,0,0,1,1,2,0,1,1,0,0,16,24,9,0,.161,/boxscore.aspx?id=5421&path=baseball,5421
3/18/2009,,New Mexico,L,6-9,34,6,7,5,2,0,1,6,0,0,0,4,0,0,0,8,27,10,4,.206,/boxscore.aspx?id=5419&path=baseball,5419
3/17/2009,,New Mexico,L,6-10,32,6,6,5,1,1,0,8,0,5,0,5,1,0,0,7,27,13,2,.188,/boxscore.aspx?id=5417&path=baseball,5417
3/16/2009,at,Baylor,L,7-8,38,7,12,6,1,0,1,6,1,0,0,1,2,0,1,11,27,4,1,.316,/boxscore.aspx?id=5415&path=baseball,5415
3/15/2009,,Baylor,W,13-7,35,13,15,13,2,0,3,5,0,3,1,4,1,1,1,8,27,10,0,.429,/boxscore.aspx?id=5413&path=baseball,5413
3/14/2009,,Baylor,W,6-2,27,6,5,6,0,1,0,5,0,2,1,4,1,0,0,10,27,7,0,.185,/boxscore.aspx?id=5411&path=baseball,5411
3/10/2009,,Cal State Fullerton,L,5-15,34,5,8,4,3,0,2,3,0,2,0,3,1,0,0,7,27,15,2,.235,/boxscore.aspx?id=5409&path=baseball,5409
3/8/2009,,Utah,W,12-11,39,12,17,12,1,1,6,6,1,4,1,2,1,0,0,7,27,12,6,.436,/boxscore.aspx?id=5406&path=baseball,5406
